model,test_set,regime_class,depth_level,rmse_T,rmse_S,r_T,r_S,n_profiles
baseline,temporal,well_mixed,300.0,1.140554666519165,0.2367996871471405,0.875296944656607,0.9201777585403716,504
baseline,temporal,well_mixed,400.0,0.715558648109436,0.16198010742664337,0.919731410561358,0.9434275314163513,504
baseline,temporal,well_mixed,500.0,0.5177250504493713,0.11804110556840897,0.9429451018367576,0.9562760422940021,504
baseline,temporal,well_mixed,700.0,0.41761016845703125,0.08825736492872238,0.9457958820548198,0.9567423947115709,504
baseline,temporal,well_mixed,1000.0,0.3310600221157074,0.07568570226430893,0.9582020269246464,0.9455327797752711,504
baseline,temporal,well_mixed,1500.0,0.19124191999435425,0.04026725888252258,0.9489401793734892,0.9243884290460217,504
baseline,temporal,well_mixed,2000.0,0.10487236082553864,0.014926650561392307,0.8787319169317027,0.8842503806473385,504
baseline,temporal,well_mixed,-1.0,1.2086153030395508,0.24113506078720093,0.9872287529255267,0.945628782911935,504
baseline,temporal,barrier_layer_stratified,0.0,0.45313629508018494,0.31071755290031433,0.9032526670083769,0.9534015554875271,82
baseline,temporal,barrier_layer_stratified,10.0,0.425862580537796,0.3129161596298218,0.9104085139451515,0.952737654278921,82
baseline,temporal,barrier_layer_stratified,20.0,0.5456423759460449,0.3274703919887543,0.8861760316401524,0.9504542923022676,82
baseline,temporal,barrier_layer_stratified,30.0,0.9995962977409363,0.35565900802612305,0.7757869372236519,0.9445631753382007,82
baseline,temporal,barrier_layer_stratified,50.0,1.7429667711257935,0.3342393934726715,0.6569875068624033,0.9000597602590031,82
baseline,temporal,barrier_layer_stratified,75.0,1.8799904584884644,0.24850520491600037,0.6201988522261284,0.920149387797441,82
baseline,temporal,barrier_layer_stratified,100.0,2.116081953048706,0.22140178084373474,0.5754492638662192,0.9438691073482569,82
baseline,temporal,barrier_layer_stratified,125.0,1.5779510736465454,0.15751038491725922,0.7152896410950905,0.973927884632761,82
baseline,temporal,barrier_layer_stratified,150.0,1.3534928560256958,0.17795075476169586,0.8135991563309962,0.976635519628749,82
baseline,temporal,barrier_layer_stratified,200.0,0.8460528254508972,0.1770401895046234,0.9315574524157951,0.9744272421365155,82
baseline,temporal,barrier_layer_stratified,250.0,0.7176149487495422,0.1414346545934677,0.9531141834844017,0.9853050515909567,82
baseline,temporal,barrier_layer_stratified,300.0,0.6935935020446777,0.1229562908411026,0.9418772747304478,0.9795152564567067,82
baseline,temporal,barrier_layer_stratified,400.0,0.4488690495491028,0.09795081615447998,0.9631046304076225,0.9790756978150911,82
baseline,temporal,barrier_layer_stratified,500.0,0.3827502429485321,0.08225560933351517,0.9664979620872736,0.9808681108307381,82
baseline,temporal,barrier_layer_stratified,700.0,0.3677280843257904,0.06670098006725311,0.9663810799106369,0.9832408723790064,82
baseline,temporal,barrier_layer_stratified,1000.0,0.3079143762588501,0.05851305276155472,0.960720071852549,0.9709528749299267,82
baseline,temporal,barrier_layer_stratified,1500.0,0.1639784872531891,0.02482854761183262,0.9502063083974597,0.9740570683882989,82
baseline,temporal,barrier_layer_stratified,2000.0,0.11570797860622406,0.01771814189851284,0.8331944137221698,0.9162768251502297,82
baseline,temporal,barrier_layer_stratified,-1.0,1.06293785572052,0.21580319106578827,0.9921042481278427,0.9518508952335476,82
baseline,temporal,upwelling,0.0,0.7503712773323059,0.3167107403278351,0.89740686083125,0.9528799667655169,50
baseline,temporal,upwelling,10.0,0.7473212480545044,0.3159480392932892,0.8930253648626478,0.9520597760191332,50
baseline,temporal,upwelling,20.0,0.8468989729881287,0.29624781012535095,0.8565028850741753,0.9551313694960212,50
baseline,temporal,upwelling,30.0,0.9954222440719604,0.28083348274230957,0.8355456888002415,0.9536302846567805,50
baseline,temporal,upwelling,50.0,1.5046114921569824,0.2457985132932663,0.7702456217808586,0.9540418432708334,50
baseline,temporal,upwelling,75.0,2.149165391921997,0.23684683442115784,0.6942709015619197,0.9446784844843088,50
baseline,temporal,upwelling,100.0,2.435173988342285,0.21492157876491547,0.6922466851555855,0.9440695439830745,50
baseline,temporal,upwelling,125.0,2.198686361312866,0.16507768630981445,0.7141363743232599,0.9440686608790883,50
baseline,temporal,upwelling,150.0,2.442718982696533,0.15941421687602997,0.6701780931664797,0.9387942499836461,50
baseline,temporal,upwelling,200.0,1.9956151247024536,0.14581486582756042,0.6421793502591161,0.9326807677728152,50
baseline,temporal,upwelling,250.0,0.9710021615028381,0.16830234229564667,0.7871084725810278,0.8989743545596969,50
baseline,temporal,upwelling,300.0,0.6508382558822632,0.1608974188566208,0.8674119074841651,0.899835123253715,50
baseline,temporal,upwelling,400.0,0.476116418838501,0.14224205911159515,0.9192609015726949,0.9161523957511203,50
baseline,temporal,upwelling,500.0,0.3972407579421997,0.12056612223386765,0.944466729295912,0.9352719820000847,50
baseline,temporal,upwelling,700.0,0.3535263240337372,0.07361327111721039,0.9666166823573442,0.9673769460931733,50
baseline,temporal,upwelling,1000.0,0.35061928629875183,0.057990267872810364,0.9499960782889817,0.9654286897052059,50
baseline,temporal,upwelling,1500.0,0.2214989811182022,0.02556312456727028,0.8920324677838749,0.9529313721591128,50
baseline,temporal,upwelling,2000.0,0.11122433096170425,0.009910163469612598,0.7597105119335537,0.9093547580586983,50
baseline,temporal,upwelling,-1.0,1.3761786222457886,0.20228517055511475,0.9854021046438093,0.948668177649065,50
baseline,temporal,all,0.0,0.7554598450660706,0.2684400975704193,0.8320105385852496,0.9638322478283796,636
baseline,temporal,all,10.0,0.843414306640625,0.28208619356155396,0.8059414814473279,0.9595828151486167,636
baseline,temporal,all,20.0,1.2659085988998413,0.30091893672943115,0.6670369367957499,0.9505305130902489,636
baseline,temporal,all,30.0,1.5341507196426392,0.28711575269699097,0.7423715678352877,0.951033608862157,636
baseline,temporal,all,50.0,1.3685775995254517,0.2878233790397644,0.8651981085013319,0.9414879512760008,636
baseline,temporal,all,75.0,1.565902590751648,0.27984824776649475,0.833177992431528,0.9345974835607079,636
baseline,temporal,all,100.0,2.055250883102417,0.2612086832523346,0.696331544378984,0.9313989807577827,636
baseline,temporal,all,125.0,1.7271467447280884,0.2429051697254181,0.6863027350505455,0.9331533843841479,636
baseline,temporal,all,150.0,1.520574927330017,0.2574644088745117,0.8145297957110026,0.9254625798901387,636
baseline,temporal,all,200.0,1.259695291519165,0.28310760855674744,0.8973994612699976,0.9221611817225938,636
baseline,temporal,all,250.0,1.127959966659546,0.23969487845897675,0.9031624993367267,0.9339163405735186,636
baseline,temporal,all,300.0,1.0612257719039917,0.22004659473896027,0.8929283178372732,0.9328860290166667,636
baseline,temporal,all,400.0,0.670487642288208,0.15368689596652985,0.9318540342825334,0.9507012676647714,636
baseline,temporal,all,500.0,0.49362266063690186,0.11428017169237137,0.9510481194615287,0.961548418408622,636
baseline,temporal,all,700.0,0.4065989553928375,0.08461863547563553,0.9553021920551643,0.9653752662863442,636
baseline,temporal,all,1000.0,0.32952097058296204,0.07131194323301315,0.9590712322196061,0.9543869011348598,636
baseline,temporal,all,1500.0,0.19059671461582184,0.036551281809806824,0.9449606695536609,0.9384215899384536,636
baseline,temporal,all,2000.0,0.10765492916107178,0.015147206373512745,0.8575974925476151,0.9012165688288502,636
baseline,temporal,all,-1.0,1.204923152923584,0.23494067788124084,0.9878134841567201,0.95059874007488,636
oceanembed_lp05,spatial,well_mixed,0.0,0.5044040679931641,0.7003947496414185,0.9086602412647676,0.5581224206684913,220
oceanembed_lp05,spatial,well_mixed,10.0,0.5248284339904785,0.6770709753036499,0.8902900331227799,0.581249291649834,220
oceanembed_lp05,spatial,well_mixed,20.0,0.6335994005203247,0.6070078611373901,0.8287981996544879,0.5732793880915665,220
oceanembed_lp05,spatial,well_mixed,30.0,0.7774337530136108,0.5456491708755493,0.6918899945812227,0.5202704538695416,220
oceanembed_lp05,spatial,well_mixed,50.0,0.7879902720451355,0.5137674808502197,0.33040912149497403,0.5207340529128457,220
oceanembed_lp05,spatial,well_mixed,75.0,1.327226161956787,0.473258376121521,0.2677269004764568,0.43231155811878447,220
oceanembed_lp05,spatial,well_mixed,100.0,2.142300605773926,0.27541667222976685,0.2498667871842675,0.14569618067833937,220
oceanembed_lp05,spatial,well_mixed,125.0,1.8005356788635254,0.14965690672397614,0.32503338475206306,-0.04636693389725204,220
oceanembed_lp05,spatial,well_mixed,150.0,1.528331995010376,0.08917687833309174,0.3948731300795029,0.12008243251486664,220
oceanembed_lp05,spatial,well_mixed,200.0,0.9421454668045044,0.051033977419137955,0.2879290413962042,0.3913436018377636,220
oceanembed_lp05,spatial,well_mixed,250.0,0.5165851712226868,0.0301178228110075,0.16529585062529004,0.4867811587275578,220
oceanembed_lp05,spatial,well_mixed,300.0,0.3789253234863281,0.025043105706572533,-0.0038909210546814806,0.3189963169853045,220
oceanembed_lp05,spatial,well_mixed,400.0,0.2335968315601349,0.027433613315224648,-0.10383841810006864,0.011282598040254185,220
oceanembed_lp05,spatial,well_mixed,500.0,0.21140716969966888,0.031211774796247482,-0.13027986444538608,0.021614212290330108,220
oceanembed_lp05,spatial,well_mixed,700.0,0.1968258023262024,0.03297773003578186,-0.058892233427364556,0.20216684920906422,220
oceanembed_lp05,spatial,well_mixed,1000.0,0.188020721077919,0.026057226583361626,0.08656864174316325,0.2182862305975012,220
oceanembed_lp05,spatial,well_mixed,1500.0,0.17820888757705688,0.016953274607658386,0.13365916136416492,0.13055739764524965,220
oceanembed_lp05,spatial,well_mixed,2000.0,0.08167582005262375,0.01191742718219757,-0.017749172022112965,-0.036603562066304225,220
oceanembed_lp05,spatial,well_mixed,-1.0,0.9490220546722412,0.35790738463401794,0.9946813186425267,0.9222781550227812,220
oceanembed_lp05,spatial,barrier_layer_stratified,0.0,0.601371169090271,0.9216575622558594,0.837655324482986,0.5310964951898217,789
oceanembed_lp05,spatial,barrier_layer_stratified,10.0,0.5574677586555481,0.9037854075431824,0.848973071166033,0.5383597700576779,789
oceanembed_lp05,spatial,barrier_layer_stratified,20.0,0.542759120464325,0.7712538838386536,0.8126077376284316,0.5384603290188035,789
oceanembed_lp05,spatial,barrier_layer_stratified,30.0,0.6607970595359802,0.7056491374969482,0.652009140075994,0.474505664811131,789
oceanembed_lp05,spatial,barrier_layer_stratified,50.0,1.0416051149368286,0.64377361536026,0.3107084712953845,0.4011879264241204,789
oceanembed_lp05,spatial,barrier_layer_stratified,75.0,1.6369233131408691,0.46784257888793945,0.48067288815692794,0.37958180128290875,789
oceanembed_lp05,spatial,barrier_layer_stratified,100.0,1.9357904195785522,0.2521955668926239,0.5372264273292776,0.23209855098801524,789
oceanembed_lp05,spatial,barrier_layer_stratified,125.0,1.804774284362793,0.14792656898498535,0.4814067869899539,0.08693144481244892,789
oceanembed_lp05,spatial,barrier_layer_stratified,150.0,1.600555419921875,0.11031784862279892,0.3618030202280801,0.08113455697530107,789
oceanembed_lp05,spatial,barrier_layer_stratified,200.0,1.0499759912490845,0.07233079522848129,0.2244945024179652,0.1499329070040546,789
oceanembed_lp05,spatial,barrier_layer_stratified,250.0,0.6470531225204468,0.0537596121430397,0.1760606907271423,0.0974505464111724,789
oceanembed_lp05,spatial,barrier_layer_stratified,300.0,0.4652002155780792,0.04620344191789627,0.12205393876173355,0.08388104766096392,789
oceanembed_lp05,spatial,barrier_layer_stratified,400.0,0.2875625193119049,0.038876406848430634,0.10518708198699517,0.10596211605803894,789
oceanembed_lp05,spatial,barrier_layer_stratified,500.0,0.26108378171920776,0.04129129648208618,0.12961457560141237,0.16740437553904242,789
oceanembed_lp05,spatial,barrier_layer_stratified,700.0,0.22840556502342224,0.04185333847999573,0.1110420666850358,0.1718642036264621,789
oceanembed_lp05,spatial,barrier_layer_stratified,1000.0,0.2089352011680603,0.03229173645377159,-0.014579824503506086,0.1835186329178602,789
oceanembed_lp05,spatial,barrier_layer_stratified,1500.0,0.17162321507930756,0.024721931666135788,-0.13195946232894826,0.13503817186158967,789
oceanembed_lp05,spatial,barrier_layer_stratified,2000.0,0.1037280336022377,0.03532148152589798,-0.32117417815519544,0.0920530477764279,789
oceanembed_lp05,spatial,barrier_layer_stratified,-1.0,0.9849512577056885,0.45071539282798767,0.99382453051531,0.9207586840898652,789
oceanembed_lp05,spatial,upwelling,0.0,0.365905225276947,0.3860640525817871,0.5001058612987224,0.3311799363565348,35
oceanembed_lp05,spatial,upwelling,10.0,0.3487044870853424,0.37700802087783813,0.5125289296255329,0.3510298060626161,35
oceanembed_lp05,spatial,upwelling,20.0,0.34177494049072266,0.36816883087158203,0.4974405784866691,0.3284851662061098,35
oceanembed_lp05,spatial,upwelling,30.0,0.4519745707511902,0.3604367673397064,0.4589320637049613,0.33328785396120714,35
oceanembed_lp05,spatial,upwelling,50.0,1.0450278520584106,0.34991148114204407,0.4609358625925931,0.23685987698078373,35
oceanembed_lp05,spatial,upwelling,75.0,1.887333631515503,0.23125074803829193,0.40869390642518044,0.3028252387618319,35
oceanembed_lp05,spatial,upwelling,100.0,2.1157572269439697,0.19115178287029266,0.5077440177316652,-0.22033226276397788,35
oceanembed_lp05,spatial,upwelling,125.0,2.0531601905822754,0.14677421748638153,0.5352614850819619,-0.36672696718658226,35
oceanembed_lp05,spatial,upwelling,150.0,1.6445101499557495,0.09145896136760712,0.3639049651106427,0.04639262779166603,35
oceanembed_lp05,spatial,upwelling,200.0,1.2607954740524292,0.0513317696750164,0.03991330475870761,0.22972266306671316,35
oceanembed_lp05,spatial,upwelling,250.0,0.7709352374076843,0.03663584962487221,-0.021561851165119272,0.3387287461742351,35
oceanembed_lp05,spatial,upwelling,300.0,0.4195683002471924,0.019834110513329506,0.07018851422040687,0.41762127923406744,35
oceanembed_lp05,spatial,upwelling,400.0,0.2434341162443161,0.02543802000582218,0.09986509250064082,0.44777196157637306,35
oceanembed_lp05,spatial,upwelling,500.0,0.18530187010765076,0.027553249150514603,0.25614790657278586,0.5537601295237435,35
oceanembed_lp05,spatial,upwelling,700.0,0.15972110629081726,0.022632041946053505,0.22526099788533196,0.3661386870360849,35
oceanembed_lp05,spatial,upwelling,1000.0,0.13563591241836548,0.018184306100010872,0.41406247595298373,0.44012535999421043,35
oceanembed_lp05,spatial,upwelling,1500.0,0.15228968858718872,0.010528838261961937,0.44297937935856385,0.623518477036413,35
oceanembed_lp05,spatial,upwelling,2000.0,0.1129082515835762,0.010708403773605824,-0.35040725233298015,-0.250892117501634,35
oceanembed_lp05,spatial,upwelling,-1.0,1.051714301109314,0.2157265692949295,0.9931648748706352,0.8998438313257342,35
oceanembed_lp05,spatial,all,0.0,0.5756878852844238,0.8662224411964417,0.8536469399690011,0.5681857959207601,1044
oceanembed_lp05,spatial,all,10.0,0.5449625253677368,0.8477520942687988,0.8557281729892539,0.5785587757536482,1044
oceanembed_lp05,spatial,all,20.0,0.5578046441078186,0.7291993498802185,0.8078085101405085,0.5797324770644864,1044
oceanembed_lp05,spatial,all,30.0,0.681331217288971,0.6658928990364075,0.6279759203441597,0.5162126015297421,1044
oceanembed_lp05,spatial,all,50.0,0.9936801195144653,0.6106906533241272,0.2871593246590983,0.44544624246791453,1044
oceanembed_lp05,spatial,all,75.0,1.5860825777053833,0.4630396366119385,0.5010807843532176,0.4225805810965794,1044
oceanembed_lp05,spatial,all,100.0,1.987258791923523,0.25549378991127014,0.5370983323612175,0.22915920855730088,1044
oceanembed_lp05,spatial,all,125.0,1.8127645254135132,0.14825448393821716,0.49149537019559864,0.05300705728969625,1044
oceanembed_lp05,spatial,all,150.0,1.5871167182922363,0.10561112314462662,0.3944807604111174,0.09012739469733566,1044
oceanembed_lp05,spatial,all,200.0,1.0361053943634033,0.0677572637796402,0.23590981970121208,0.19253795574371071,1044
oceanembed_lp05,spatial,all,250.0,0.6265577673912048,0.04919680953025818,0.17972150247441365,0.14802430506254236,1044
oceanembed_lp05,spatial,all,300.0,0.4468904733657837,0.04193668067455292,0.11247799728312857,0.10642134864667337,1044
oceanembed_lp05,spatial,all,400.0,0.2756446599960327,0.03636626899242401,0.07668097410408521,0.08787299034704078,1044
oceanembed_lp05,spatial,all,500.0,0.24914421141147614,0.03897317126393318,0.07485287451792501,0.13958858596049495,1044
oceanembed_lp05,spatial,all,700.0,0.22007103264331818,0.039616797119379044,0.06358478723986705,0.16811368765815027,1044
oceanembed_lp05,spatial,all,1000.0,0.2025744915008545,0.03068428859114647,-0.009848578992231651,0.18842881712610032,1044
oceanembed_lp05,spatial,all,1500.0,0.17242158949375153,0.02292993664741516,-0.0411143126367299,0.14739302188925493,1044
oceanembed_lp05,spatial,all,2000.0,0.09955956786870956,0.031010782346129417,-0.24479570277474486,0.09208417519435586,1044
oceanembed_lp05,spatial,all,-1.0,0.979809582233429,0.42665866017341614,0.9939101007121591,0.9200303972676067,1044
oceanembed_lp05,temporal,well_mixed,0.0,0.7034198641777039,0.2485213428735733,0.8459211688084293,0.963080727496722,504
oceanembed_lp05,temporal,well_mixed,10.0,0.8717197775840759,0.2695850729942322,0.78999272987414,0.9563265954769903,504
oceanembed_lp05,temporal,well_mixed,20.0,1.452588438987732,0.29324325919151306,0.5808223365182588,0.944077132757026,504
oceanembed_lp05,temporal,well_mixed,30.0,1.684124231338501,0.2692570984363556,0.6993599163793655,0.9484321413411548,504
oceanembed_lp05,temporal,well_mixed,50.0,1.2111142873764038,0.27302226424217224,0.897943822870479,0.944906165643081,504
oceanembed_lp05,temporal,well_mixed,75.0,1.384688377380371,0.2797788977622986,0.880811055683192,0.9308193085573117,504
oceanembed_lp05,temporal,well_mixed,100.0,1.9711908102035522,0.2638811767101288,0.7043269951607266,0.919594442149804,504
oceanembed_lp05,temporal,well_mixed,125.0,1.6615639925003052,0.248816579580307,0.6707023541592523,0.9183829200854273,504
oceanembed_lp05,temporal,well_mixed,150.0,1.3651902675628662,0.2642952501773834,0.841000242121698,0.9073635545073838,504
oceanembed_lp05,temporal,well_mixed,200.0,1.193769931793213,0.29133424162864685,0.9030141766768492,0.9075899685819379,504
oceanembed_lp05,temporal,well_mixed,250.0,1.1557329893112183,0.24822518229484558,0.8953343127031136,0.9246385311748734,504
oceanembed_lp05,temporal,well_mixed,300.0,1.119910478591919,0.22947512567043304,0.8797753998508111,0.9245512416458681,504
oceanembed_lp05,temporal,well_mixed,400.0,0.701785683631897,0.15718117356300354,0.9273917349409513,0.949477260394164,504
oceanembed_lp05,temporal,well_mixed,500.0,0.5012812614440918,0.11231788247823715,0.9495589681459085,0.9618354895280185,504
oceanembed_lp05,temporal,well_mixed,700.0,0.4063280522823334,0.08590337634086609,0.9500384560959345,0.9598605586506045,504
oceanembed_lp05,temporal,well_mixed,1000.0,0.3273806571960449,0.07392651587724686,0.9592416492195134,0.9477170908017958,504
oceanembed_lp05,temporal,well_mixed,1500.0,0.19183623790740967,0.039761412888765335,0.9477499402038209,0.9264808186706622,504
oceanembed_lp05,temporal,well_mixed,2000.0,0.10840208828449249,0.014766267500817776,0.869240903418062,0.8887841719368045,504
oceanembed_lp05,temporal,well_mixed,-1.0,1.1872749328613281,0.23368440568447113,0.987660352522139,0.947301658091788,504
oceanembed_lp05,temporal,barrier_layer_stratified,0.0,0.46666374802589417,0.3070622980594635,0.9068279610882167,0.9544626212980903,82
oceanembed_lp05,temporal,barrier_layer_stratified,10.0,0.43664050102233887,0.30916765332221985,0.9115776434153448,0.9542007514890721,82
oceanembed_lp05,temporal,barrier_layer_stratified,20.0,0.5247436761856079,0.32052457332611084,0.8968826694400099,0.9522680582776946,82
oceanembed_lp05,temporal,barrier_layer_stratified,30.0,0.9779351353645325,0.3549761474132538,0.7840284243388776,0.9455175444357605,82
oceanembed_lp05,temporal,barrier_layer_stratified,50.0,1.6731637716293335,0.3265920579433441,0.6708399013031735,0.9044986701815741,82
oceanembed_lp05,temporal,barrier_layer_stratified,75.0,1.7256287336349487,0.24594010412693024,0.6372797015624364,0.9229386647341695,82
oceanembed_lp05,temporal,barrier_layer_stratified,100.0,2.174313545227051,0.22276124358177185,0.5438570813303356,0.942272729401872,82
oceanembed_lp05,temporal,barrier_layer_stratified,125.0,1.5923094749450684,0.15839669108390808,0.710664559984255,0.9732615266333381,82
oceanembed_lp05,temporal,barrier_layer_stratified,150.0,1.3460994958877563,0.1807255893945694,0.8141590086381285,0.9760213832034045,82
oceanembed_lp05,temporal,barrier_layer_stratified,200.0,0.8618113994598389,0.18378634750843048,0.9289923572773504,0.9748450268499477,82
oceanembed_lp05,temporal,barrier_layer_stratified,250.0,0.7257408499717712,0.14894545078277588,0.9507829155849856,0.9856740151357382,82
oceanembed_lp05,temporal,barrier_layer_stratified,300.0,0.7083451747894287,0.1264358013868332,0.939159928799054,0.9782153978242364,82
oceanembed_lp05,temporal,barrier_layer_stratified,400.0,0.45756858587265015,0.09920106828212738,0.9609424673377666,0.9780857244283611,82
oceanembed_lp05,temporal,barrier_layer_stratified,500.0,0.3874916434288025,0.08038058131933212,0.965377918893458,0.9811621156521946,82
oceanembed_lp05,temporal,barrier_layer_stratified,700.0,0.35830357670783997,0.06260723620653152,0.967915221963206,0.984246443289416,82
oceanembed_lp05,temporal,barrier_layer_stratified,1000.0,0.2969314157962799,0.05564145743846893,0.965225314295732,0.9724000673869515,82
oceanembed_lp05,temporal,barrier_layer_stratified,1500.0,0.1594337821006775,0.02412017062306404,0.9530375668180088,0.9741591420017756,82
oceanembed_lp05,temporal,barrier_layer_stratified,2000.0,0.11746709793806076,0.017726141959428787,0.828203867028556,0.9090738393044226,82
oceanembed_lp05,temporal,barrier_layer_stratified,-1.0,1.0489569902420044,0.21452423930168152,0.9922175103466169,0.9534183111938711,82
oceanembed_lp05,temporal,upwelling,0.0,0.7863857746124268,0.31074202060699463,0.8997698276658472,0.9533504922397887,50
oceanembed_lp05,temporal,upwelling,10.0,0.7928707003593445,0.3037586510181427,0.8922409932612089,0.9547185489049,50
oceanembed_lp05,temporal,upwelling,20.0,0.8858237862586975,0.2716992199420929,0.8541435763244956,0.9605693663850668,50
oceanembed_lp05,temporal,upwelling,30.0,0.9847915768623352,0.2619011104106903,0.843582432514212,0.9566849498694935,50
oceanembed_lp05,temporal,upwelling,50.0,1.4420877695083618,0.22485655546188354,0.7820481690329364,0.9595887586989462,50
oceanembed_lp05,temporal,upwelling,75.0,2.1660332679748535,0.2278127819299698,0.7016729236329678,0.9505394261558737,50
oceanembed_lp05,temporal,upwelling,100.0,2.455904960632324,0.21885372698307037,0.7081888036433636,0.9456899553442362,50
oceanembed_lp05,temporal,upwelling,125.0,2.272068738937378,0.15769551694393158,0.7015750194215201,0.9497529359578752,50
oceanembed_lp05,temporal,upwelling,150.0,2.487473487854004,0.15207816660404205,0.669747042010049,0.944717033077378,50
oceanembed_lp05,temporal,upwelling,200.0,2.065599203109741,0.12623901665210724,0.6517730090374567,0.9518713966623507,50
oceanembed_lp05,temporal,upwelling,250.0,1.012883186340332,0.13244177401065826,0.7889408993591107,0.918239872285942,50
oceanembed_lp05,temporal,upwelling,300.0,0.6517690420150757,0.12230589240789413,0.8709024577625997,0.9178032551104834,50
oceanembed_lp05,temporal,upwelling,400.0,0.41354164481163025,0.10856161266565323,0.9294071919611008,0.9345665710191725,50
oceanembed_lp05,temporal,upwelling,500.0,0.35592758655548096,0.09672794491052628,0.9559653061862233,0.9501744661825267,50
oceanembed_lp05,temporal,upwelling,700.0,0.3481287360191345,0.06776513904333115,0.9702417420425272,0.97190957482742,50
oceanembed_lp05,temporal,upwelling,1000.0,0.32660576701164246,0.052772585302591324,0.9580442279638669,0.9728960030616474,50
oceanembed_lp05,temporal,upwelling,1500.0,0.21116353571414948,0.022242441773414612,0.9023200008729627,0.9625330203792917,50
oceanembed_lp05,temporal,upwelling,2000.0,0.1189868301153183,0.012888981029391289,0.687755540199275,0.8508404397187954,50
oceanembed_lp05,temporal,upwelling,-1.0,1.3965880870819092,0.18814021348953247,0.9852085617483932,0.9530268276500717,50
oceanembed_lp05,temporal,all,0.0,0.6846895217895508,0.2620914578437805,0.8600906191787616,0.9650320134640299,636
oceanembed_lp05,temporal,all,10.0,0.8223042488098145,0.27779504656791687,0.8139176124604773,0.960509874210323,636
oceanembed_lp05,temporal,all,20.0,1.330141544342041,0.2952856719493866,0.6365897597734532,0.9522089367211006,636
oceanembed_lp05,temporal,all,30.0,1.5643404722213745,0.28123146295547485,0.7230017863329462,0.9529236286812122,636
oceanembed_lp05,temporal,all,50.0,1.298768162727356,0.27712324261665344,0.8718176415774925,0.945277807715195,636
oceanembed_lp05,temporal,all,75.0,1.5073795318603516,0.2718619108200073,0.8458729727805759,0.936592226627903,636
oceanembed_lp05,temporal,all,100.0,2.040308713912964,0.2556256353855133,0.6954560931882081,0.9309381406418074,636
oceanembed_lp05,temporal,all,125.0,1.7089582681655884,0.23291702568531036,0.6917179354574323,0.9333494064953842,636
oceanembed_lp05,temporal,all,150.0,1.4822250604629517,0.24775737524032593,0.8187256112681639,0.9242272962418379,636
oceanembed_lp05,temporal,all,200.0,1.249202013015747,0.26994025707244873,0.8945863056010156,0.9238958902805755,636
oceanembed_lp05,temporal,all,250.0,1.0986615419387817,0.23036246001720428,0.9063707847342614,0.9378249060707412,636
oceanembed_lp05,temporal,all,300.0,1.0449793338775635,0.21205361187458038,0.8968490181667605,0.9378115110222531,636
oceanembed_lp05,temporal,all,400.0,0.656295895576477,0.14755882322788239,0.9383903037303655,0.9569610138482213,636
oceanembed_lp05,temporal,all,500.0,0.4779030382633209,0.10754251480102539,0.9563350238304231,0.9670658732939239,636
oceanembed_lp05,temporal,all,700.0,0.39596080780029297,0.08186433464288712,0.958403521953053,0.9679833496483731,636
oceanembed_lp05,temporal,all,1000.0,0.32240840792655945,0.06911645084619522,0.9608927562045377,0.9567075792139831,636
oceanembed_lp05,temporal,all,1500.0,0.18899959325790405,0.035818226635456085,0.9455450289016557,0.9407422077239842,636
oceanembed_lp05,temporal,all,2000.0,0.11121302098035812,0.015238126739859581,0.8500135810130918,0.8998511258423922,636
oceanembed_lp05,temporal,all,-1.0,1.188431739807129,0.2278084009885788,0.988155337583505,0.952666614800416,636
oceanembed_lp30,spatial,well_mixed,0.0,0.5040676593780518,0.6982184648513794,0.9087198648919699,0.5582342549955147,220
oceanembed_lp30,spatial,well_mixed,10.0,0.5241872072219849,0.6766843199729919,0.8904719365121307,0.5841865680245193,220
oceanembed_lp30,spatial,well_mixed,20.0,0.6332525014877319,0.6056636571884155,0.8288642681442947,0.5748625858799928,220
oceanembed_lp30,spatial,well_mixed,30.0,0.7755469679832458,0.5455912947654724,0.6923689006154028,0.5228578108795262,220
oceanembed_lp30,spatial,well_mixed,50.0,0.7858081459999084,0.51363205909729,0.33234313198129395,0.5229768549660114,220
oceanembed_lp30,spatial,well_mixed,75.0,1.3270422220230103,0.4737103283405304,0.2677512226356856,0.4332836960737415,220
oceanembed_lp30,spatial,well_mixed,100.0,2.1440412998199463,0.2756112217903137,0.24958879827585598,0.14490148078898638,220
oceanembed_lp30,spatial,well_mixed,125.0,1.8006552457809448,0.150001659989357,0.3253045375113182,-0.04814546758376319,220
oceanembed_lp30,spatial,well_mixed,150.0,1.5272914171218872,0.0894288420677185,0.39494899844482045,0.11876113148061625,220
oceanembed_lp30,spatial,well_mixed,200.0,0.9426339864730835,0.051179755479097366,0.2871231321469461,0.39184368239157447,220
oceanembed_lp30,spatial,well_mixed,250.0,0.518092691898346,0.03022313304245472,0.15998421864176793,0.48782970178526225,220
oceanembed_lp30,spatial,well_mixed,300.0,0.37956956028938293,0.025055591017007828,-0.00621815612165534,0.32248276080659416,220
oceanembed_lp30,spatial,well_mixed,400.0,0.23363815248012543,0.027476385235786438,-0.10930317500670429,0.013500570512198856,220
oceanembed_lp30,spatial,well_mixed,500.0,0.21161164343357086,0.03128189593553543,-0.132251739345346,0.02415248210205468,220
