model,test_set,regime_class,depth_level,rmse_T,rmse_S,r_T,r_S,n_profiles
baseline,spatial,all,300.0,0.4328603744506836,0.040701013058423996,0.11578900716279483,0.118820019146479,1044
baseline,spatial,all,400.0,0.26779136061668396,0.03501046448945999,0.11493504558068317,0.10217934127700118,1044
baseline,spatial,all,500.0,0.233528733253479,0.036710456013679504,0.11338995543723636,0.12291964697902644,1044
baseline,spatial,all,700.0,0.2090471237897873,0.03717006742954254,0.06013254943558827,0.19632815369928308,1044
baseline,spatial,all,1000.0,0.19206415116786957,0.0290929414331913,-0.012582361983625709,0.19514813271911546,1044
baseline,spatial,all,1500.0,0.17709194123744965,0.022917557507753372,-0.09088996219758833,0.15362451707565178,1044
baseline,spatial,all,2000.0,0.10655850172042847,0.030908869579434395,-0.3042177624053739,0.11349090670568995,1044
baseline,spatial,all,-1.0,0.9605762958526611,0.4211794435977936,0.99413105951996,0.9215287722704967,1044
baseline,temporal,well_mixed,0.0,0.7943094968795776,0.25548821687698364,0.8182647004487661,0.962439203666318,504
baseline,temporal,well_mixed,10.0,0.9015212059020996,0.27309179306030273,0.7846845032857304,0.9563485948283806,504
baseline,temporal,well_mixed,20.0,1.379361867904663,0.296840637922287,0.6186942676689617,0.9431120099847894,504
baseline,temporal,well_mixed,30.0,1.6459572315216064,0.2749932110309601,0.7239195469022772,0.9466220767162353,504
baseline,temporal,well_mixed,50.0,1.282457709312439,0.28349485993385315,0.8932292538144613,0.9427503843296112,504
baseline,temporal,well_mixed,75.0,1.4356162548065186,0.288467675447464,0.8731593402221174,0.9305598665888369,504
baseline,temporal,well_mixed,100.0,2.00337815284729,0.2711862623691559,0.6975850459029943,0.9201165756345048,504
baseline,temporal,well_mixed,125.0,1.6969425678253174,0.26022329926490784,0.6541805547138899,0.918164291262856,504
baseline,temporal,well_mixed,150.0,1.423974871635437,0.275637149810791,0.830364772829268,0.9087374747367707,504
baseline,temporal,well_mixed,200.0,1.2210173606872559,0.30648449063301086,0.9040124142240591,0.9054315681520904,504
baseline,temporal,well_mixed,250.0,1.1950699090957642,0.25775250792503357,0.8906790914483835,0.9206288383748298,504
